30,35,67,47
32,35,55,47
32,35,57,48
32,35,54,47
32,35,54,46
32,35,51,45
32,35,48,44
32,35,49,45
32,35,49,45
32,35,50,47
32,35,48,46
